sep=;
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"DEMO";"1";"10 Hour Shift";"1";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
"Begin April 29, 2021";"2021-04-29T04:00:00.000000Z";"56";"3";"TSU";"1";"";"";"";"";""
